transaction_id,customer_id,product_id,transaction_date,Transaction Month,online_order,order_status,standard_cost,product_first_sold_date,Profit,list_price,product_line,product_class,product_size
10283,2340,68,12/25/2017,December,TRUE,Approved,44.71,10/10/2014,1592.19,1636.9,Standard,medium,medium
11023,1454,1,12/25/2017,December,FALSE,Approved,954.82,4/16/2011,448.68,1403.5,Standard,medium,medium
11720,3472,15,12/25/2017,December,FALSE,Approved,748.9,4/5/1996,209.84,958.74,Standard,low,medium
12044,2060,87,12/25/2017,December,FALSE,Approved,707.4,8/25/1997,471.6,1179,Standard,high,medium
12443,3253,4,12/25/2017,December,FALSE,Approved,99.59,5/18/2012,1383.61,1483.2,Standard,medium,medium
12838,2606,67,12/25/2017,December,FALSE,Approved,380.74,4/5/1996,690.49,1071.23,Standard,medium,large
13126,1504,29,12/25/2017,December,TRUE,Approved,407.54,12/19/1995,135.85,543.39,Road,medium,medium
14068,2044,24,12/25/2017,December,TRUE,Approved,820.78,8/5/1991,957.02,1777.8,Road,medium,large
14139,1571,57,12/25/2017,December,TRUE,Approved,260.14,7/20/1993,1630.25,1890.39,Touring,medium,large
14972,1331,84,12/25/2017,December,TRUE,Approved,594.68,10/2/1992,198.22,792.9,Road,medium,medium
15506,979,90,12/25/2017,December,TRUE,Approved,507.58,12/19/1995,437.46,945.04,Standard,low,medium
16400,3332,26,12/25/2017,December,FALSE,Approved,762.63,5/26/1993,1230.3,1992.93,Standard,medium,medium
17579,1944,0,12/25/2017,December,TRUE,Approved,136.73,9/28/2004,91.15,227.88,Standard,high,medium
17826,25,78,12/25/2017,December,TRUE,Approved,709.48,1/25/1997,1055.82,1765.3,Standard,medium,large
18181,117,87,12/25/2017,December,FALSE,Approved,707.4,12/7/2005,471.6,1179,Standard,high,medium
18497,2009,20,12/25/2017,December,FALSE,Approved,1580.47,5/26/1993,195.34,1775.81,Standard,medium,small
19085,1941,69,12/25/2017,December,TRUE,Approved,594.68,10/2/1992,198.22,792.9,Road,medium,medium
19153,2908,66,12/25/2017,December,TRUE,Approved,525.33,12/6/2016,64.93,590.26,Road,low,small
19175,2005,0,12/25/2017,December,FALSE,Approved,376.84,10/22/2005,167.21,544.05,Road,medium,medium
19261,1745,72,12/25/2017,December,FALSE,Approved,270.3,9/9/2003,90.1,360.4,Standard,medium,medium
19720,652,97,12/25/2017,December,TRUE,Approved,667.4,3/3/2014,75.14,742.54,Road,medium,medium
19952,2032,18,12/25/2017,December,FALSE,Approved,431.45,5/7/2011,143.82,575.27,Standard,medium,medium
1286,2856,11,12/24/2017,December,TRUE,Approved,764.96,10/2/1993,509.97,1274.93,Standard,high,medium
1527,559,54,12/24/2017,December,TRUE,Approved,778.69,8/20/2010,1028.76,1807.45,Standard,medium,medium
2015,796,29,12/24/2017,December,TRUE,Approved,407.54,11/22/2016,135.85,543.39,Road,medium,medium
2036,1327,68,12/24/2017,December,FALSE,Approved,44.71,8/20/2010,1592.19,1636.9,Standard,medium,medium
2586,1713,77,12/24/2017,December,FALSE,Approved,108.76,6/4/2012,1660.88,1769.64,Standard,medium,medium
2713,1965,90,12/24/2017,December,FALSE,Approved,290.41,11/3/2000,72.6,363.01,Standard,low,medium
2758,1810,0,12/24/2017,December,TRUE,Approved,215.03,1/16/2004,143.36,358.39,Standard,high,medium
2996,951,32,12/24/2017,December,TRUE,Approved,211.37,3/22/2002,431.33,642.7,Standard,medium,medium
3739,2111,28,12/24/2017,December,TRUE,Approved,1082.36,11/22/2016,133.78,1216.14,Standard,medium,small
6295,668,55,12/24/2017,December,FALSE,Approved,598.76,7/21/2003,1295.43,1894.19,Road,medium,large
6676,1886,12,12/24/2017,December,TRUE,Approved,161.6,8/17/2004,1069.55,1231.15,Standard,medium,medium
6847,2976,26,12/24/2017,December,TRUE,Approved,762.63,8/5/1991,1230.3,1992.93,Standard,medium,medium
8915,21,72,12/24/2017,December,FALSE,Approved,270.3,10/10/2014,90.1,360.4,Standard,medium,medium
9164,377,5,12/24/2017,December,FALSE,Approved,459.71,8/29/2011,114.93,574.64,Mountain,low,medium
9556,725,89,12/24/2017,December,FALSE,Approved,582.48,6/7/2010,1230.27,1812.75,Standard,medium,large
10746,2954,98,12/24/2017,December,FALSE,Approved,215.03,1/16/2004,143.36,358.39,Standard,high,medium
11924,2464,41,12/24/2017,December,FALSE,Approved,312.74,5/10/1997,104.24,416.98,Road,medium,medium
12078,1438,13,12/24/2017,December,FALSE,Approved,589.27,8/5/2003,574.62,1163.89,Standard,medium,medium
12517,2306,0,12/24/2017,December,TRUE,Approved,528.43,1/16/2004,41.13,569.56,Standard,medium,large
13506,2448,45,12/24/2017,December,TRUE,Approved,234.43,9/28/2004,745.94,980.37,Road,low,medium
14064,2748,3,12/24/2017,December,TRUE,Approved,388.92,9/15/2012,1702.55,2091.47,Standard,medium,large
14112,545,21,12/24/2017,December,FALSE,Approved,380.74,12/19/1995,690.49,1071.23,Standard,medium,large
14315,1159,11,12/24/2017,December,TRUE,Approved,764.96,8/4/2007,509.97,1274.93,Standard,high,medium
16472,1190,93,12/24/2017,December,FALSE,Approved,230.09,9/10/2003,834.94,1065.03,Standard,medium,medium
17250,2808,68,12/24/2017,December,FALSE,Approved,44.71,5/22/2000,1592.19,1636.9,Standard,medium,medium
17755,236,42,12/24/2017,December,TRUE,Approved,1610.9,3/19/2008,199.1,1810,Road,medium,small
